token_seq,target_comment
"function VendCrowdsale ( uint256 _startTime , uint256 _endTime , uint256 _rate , address _wallet , uint256 _cap ) Crowdsale ( _startTime , _endTime , _rate , _wallet ) CappedCrowdsale ( _cap * DECIMALFACTOR ) { stage = Stage . PRESALE ; }",VendCrowdsale is a base contract for managing a token crowdsale.
"function mint ( address to , string metadata ) external onlyRegistry returns ( uint256 ) { return _mintEstate ( to , metadata ) ; }",Mint a new Estate with some metadata.
"function unsoldTokens ( ) public onlyOwner { uint256 unsold = token . balanceOf ( this ) ; token . transfer ( owner , unsold ) ; }",Allows the owner to withdraw unsold tokens.
function getCustomerServiceAddress ( ) external constant returns ( address [ ] ) { return __customerServiceAddress ; },Returns the address of any customerService account.
function getFreeTokensInTranche ( uint256 _requiredTokens ) internal constant returns ( bool ) { bool hasTokens = false ; uint256 indexOfTranche = defineTranchePeriod ( ) ; hasTokens = tranches [ indexOfTranche ] . valueForTranche > _requiredTokens ; return hasTokens ; },Check required of tokens in the tranche.
function changeFee ( uint256 _fee ) external onlyOwner { require ( _fee < fee ) ; //fee can not be raised fee = _fee ; },Change the fee on pepe sales. Can only be lowerred.
"function withdrawERC20Tokens ( CutdownToken _token ) onlyOwner public { require ( hasEnded ( ) ) ; uint256 totalBalance = _token . balanceOf ( address ( this ) ) ; require ( totalBalance > 0 ) ; _token . transfer ( owner , totalBalance ) ; emit WithdrawnERC20Tokens ( address ( _token ) , owner , totalBalance ) ; }",Allows to transfer out the balance of arbitrary ERC20 tokens from the contract.
"function _costOfNDots ( address oracleAddress , bytes32 endpoint , uint256 start , uint256 nDots ) public view returns ( uint256 cost ) { uint256 length = registry . getProviderCurveLength ( oracleAddress , endpoint ) ; int [ ] memory curve = new int [ ] ( length ) ; curve = registry . getProviderCurve ( oracleAddress , endpoint ) ; int res = PiecewiseLogic . evaluateFunction ( curve , start , nDots ) ; require ( res >= 0 , ""Error: Cost of dots cannot be negative"" ) ; return uint256 ( res ) ; }",Calculates cost of n dots.
"function createContractItem ( string _name ) public onlyCOO { _createItem ( _name , address ( this ) , startingPrice ) ; }",Creates a new item with the given name.
"function lockReserveTokens ( address _teamFund ) { reserveTokens = new TokenTimelock ( this , _teamFund , uint64 ( now + 1 years ) ) ; mint ( reserveTokens , 50000000 * ( 10 ** uint256 ( decimals ) ) ) ; }",Lock reserve tokens for 1 year.
"function getPeriodRange ( uint256 timestamp ) public view returns ( uint256 , uint256 ) { for ( uint256 i = 1 ; i <= 18 ; i ++ ) { // calculate timestamp range uint256 startTime = startingAt + ( vestingPeriodLength * ( i - 1 ) ) ; uint256 endTime = startingAt + ( vestingPeriodLength * ( i ) ) ; if ( startTime <= timestamp && timestamp < endTime ) { return ( startTime , endTime ) ; } } // calculate timestamp of last period uint256 lastStartTime = startingAt + ( vestingPeriodLength * ( 17 ) ) ; uint256 lastEndTime = startingAt + ( vestingPeriodLength * ( 18 ) ) ; if ( lastEndTime <= timestamp ) { return ( lastStartTime , lastEndTime ) ; } return ( 0 , 0 ) ; }",Internal method called to current vesting period range.
"function withdrawZRX ( uint amount ) public onlyAdmin { require ( Token ( ZRX_TOKEN_ADDR ) . transfer ( admin , amount ) ) ; }",Withdraw contract ZRX in case new version is deployed. Only by admin.
"function createRedeemMessageHash ( uint256 tokenId , bytes4 nftType , bytes32 traits , bytes32 recipientId ) view public returns ( bytes32 msgHash ) { return keccak256 ( abi . encodePacked ( address ( this ) , tokenId , nftType , traits , recipientId ) ) ; }",Returns the message hash to be signed for redeem token.
"function claimTokens ( ) public returns ( bool ) { require ( state == SaleState . Success ) ; // get the tokens available for the sender uint256 tokens = purchasedTokens [ msg . sender ] ; require ( tokens > 0 ) ; purchasedTokens [ msg . sender ] = 0 ; balances [ owner ] = balances [ owner ] . sub ( tokens ) ; balances [ msg . sender ] = balances [ msg . sender ] . add ( tokens ) ; LogClaimTokens ( msg . sender , tokens ) ; Transfer ( owner , msg . sender , tokens ) ; return true ; }",Allow investors to claim their tokens after the ICO is finalized & successful.
"function increaseSupply ( uint256 _value ) public onlySupplyController returns ( bool success ) { totalSupply_ = totalSupply_ . add ( _value ) ; balances [ supplyController ] = balances [ supplyController ] . add ( _value ) ; emit SupplyIncreased ( supplyController , _value ) ; emit Transfer ( address ( 0 ) , supplyController , _value ) ; return true ; }",Increases the total supply by minting the specified number of tokens to the supply controller account.
function removeHash ( string _ipfsHash ) public onlymember { HashRemoved ( _ipfsHash ) ; },Remove hash from persistent storage.
function getCurrentPrice ( uint tokensSold ) internal constant returns ( uint result ) { return getCurrentTranche ( tokensSold ) . price ; },Get the current price. May revert if there is no tranche currently active.
"function createAuction ( uint40 _cutieId , uint128 _startPrice , uint128 _endPrice , uint40 _duration , address _seller ) public { require ( msg . sender == address ( coreContract ) ) ; _escrow ( _seller , _cutieId ) ; bool allowTokens = _duration < 0x8000000000 ; // first bit of duration is boolean flag (1 to disable tokens) _duration = _duration % 0x8000000000 ; // clear flag from duration Auction memory auction = Auction ( _startPrice , _endPrice , _seller , _duration , uint40 ( now ) , uint128 ( msg . value ) , allowTokens ) ; _addAuction ( _cutieId , auction ) ; }",Create and start a new auction.
"function _vest ( address _who , uint256 _amount ) internal { require ( _who != address ( 0 ) , ""Vesting target address can't be zero."" ) ; require ( _amount > 0 , ""Vesting amount should be > 0."" ) ; vestedAmount [ _who ] = vestedAmount [ _who ] . add ( _amount ) ; emit Vesting ( _who , _amount ) ; }",Make vesting for the amount using contract with vesting rules.
"function tokenOfOwnerByIndex ( address _owner , uint256 _index ) public constant returns ( uint tokenId ) { tokenId = ownedTokens [ _owner ] . items [ _index ] ; }",Gets token by index of specified address.
function getOwnerBalance ( address _token ) public view returns ( uint256 ) { Owner storage o = owners [ msg . sender ] ; return o . balance [ _token ] ; },Returns the contract balance of the sender for a given token.
"function forwardTo ( address sender , Proxy identity , address destination , uint value , bytes data ) public onlyAuthorized onlyOwner ( identity , sender ) { identity . forward ( destination , value , data ) ; }",Allows a user to forward a call through their proxy.
function Ownable ( ) internal { owner = msg . sender ; },The Ownable constructor sets the original owner of the contract to the sender account.
function setState ( uint256 _state ) onlyOwner public { state = SaleState ( _state ) ; // update cap when state changes tokenCap = getCurrentTierHardcap ( ) ; if ( state == SaleState . Closed ) { crowdsaleClosed ( ) ; } },Only allow the owner to modify the current SaleState.
function setUpgradeMaster ( address _upgradeMaster ) onlyOwner external { require ( _upgradeMaster != address ( 0 ) ) ; upgradeMaster = _upgradeMaster ; },Set the upgrade master. parameter _upgradeMaster Upgrade master.
function lockPurchase ( ) onlyOwner public returns ( bool ) { require ( purchasable == true ) ; purchasable = false ; PurchaseLocked ( ) ; return true ; },Allows the owner to lock purchase of ipc token.
"function performSellOrder ( OrderData data , uint256 amountToGiveForOrder ) public whenNotPaused onlySelf returns ( uint256 amountSpentOnOrder , uint256 amountReceivedFromOrder ) { UniswapExchange ex = UniswapExchange ( data . exchangeAddress ) ; approveAddress ( data . exchangeAddress , ex . tokenAddress ( ) ) ; amountSpentOnOrder = amountToGiveForOrder ; amountReceivedFromOrder = ex . tokenToEthTransferInput ( amountToGiveForOrder , 1 , block . timestamp + 1 , totlePrimary ) ; /* logger.log(""Performing Uniswap sell order arg2: amountSpentOnOrder, arg3: amountReceivedFromOrder"",amountSpentOnOrder,amountReceivedFromOrder); */ }",Perform a sell order at the exchange.
function buyShare ( ) external returns ( bool ) { return buyShare_ ( getState_ ( ) ) ; },Allow to buy part of tokens if current state is RAISING.
function claimToken ( ) public { claimTokenFor ( msg . sender ) ; },Claim token for current sender.
function enterRecoveryMode ( ) public ownerExists ( msg . sender ) { require ( block . timestamp - lastTransactionTime >= recoveryModeTriggerTime ) ; required = 1 ; RecoveryModeActivated ( ) ; },Changes the number of required confirmations to one. Only triggerable after recoveryModeTriggerTime of inactivity.
"function approve ( address _spender ) public returns ( bool success ) { return approve ( _spender , 1 ) ; }",Sets approval spender to transfer ownership of token. Returns success.
"function destroyBlackFunds ( address _account ) public onlyOwner { require ( blacklisted [ _account ] ) ; uint256 _balance = balances . balanceOf ( _account ) ; balances . subBalance ( _account , _balance ) ; balances . decreaseSupply ( _balance ) ; emit DestroyedBlackFunds ( _account , _balance ) ; emit Transfer ( _account , address ( 0 ) , _balance ) ; }",Destroy funds of account from blacklist.
"function getMilestoneTimeAndRate ( uint256 n ) public view returns ( uint256 , uint256 ) { return ( milestones [ n ] . startTime , milestones [ n ] . rate ) ; }",Iterate through milestones. You reach end of milestones when rate = 0.
"function setVotingWinner ( address votingAddress ) public onlyOwner { require ( votingsWinners [ votingAddress ] == - 1 ) ; uint256 winnerIdx ; bytes32 winner ; uint256 winnerWeight ; ( winnerIdx , winner , winnerWeight ) = UKTTokenVoting ( votingAddress ) . getWinner ( ) ; bool isFinalizedValidly = winnerIdx > 0 ; UKTTokenVoting ( votingAddress ) . finalize ( isFinalizedValidly ) ; emit VotingFinalized ( votingAddress , isFinalizedValidly ) ; votingsWinners [ votingAddress ] = int256 ( winnerIdx ) ; emit WinnerSetted ( votingAddress , winnerIdx , winner , winnerWeight ) ; }",Sets calculated proposalIdx as voting winner.
function lockDomainOwnershipTransfers ( ) public onlyOwner { require ( ! locked ) ; locked = true ; emit DomainTransfersLocked ( ) ; },The contract owner can lock and prevent any future domain ownership transfers.
"function setPixelBlockPrices ( uint256 [ ] _x , uint256 [ ] _y , uint256 [ ] _price ) public { require ( _x . length == _y . length && _x . length == _price . length ) ; for ( uint i = 0 ; i < _x . length ; i ++ ) { require ( _price [ i ] > 0 ) ; _setPixelBlockPrice ( _x [ i ] , _y [ i ] , _price [ i ] ) ; } }",Set prices for specific blocks.
function setCentsExchangeRate ( uint256 rate ) external requireIsOperational requireContractOwner { require ( rate >= 1 ) ; centsExchangeRate = rate ; },Sets the U.S. cents to WHEN exchange rate.
function finalizeConfirmationPeriod ( ) public onlyOwner onlyConfirmPayment { confirmationPeriodOver = true ; },Set final the confirmation period.
"function lockUpAmountStrOf ( address _address ) external view returns ( address Address , string a , string b , string c , string d , string e , string f ) { address __address = _address ; if ( __address == address ( 0 ) ) __address = msg . sender ; uint256 [ 6 ] memory arr = lockUpAmountOf ( __address ) ; return ( __address , _uintToSPDStr ( arr [ 0 ] ) , _uintToSPDStr ( arr [ 1 ] ) , _uintToSPDStr ( arr [ 2 ] ) , _uintToSPDStr ( arr [ 3 ] ) , _uintToSPDStr ( arr [ 4 ] ) , _uintToSPDStr ( arr [ 5 ] ) ) ; }",Gets the strings of lockUpAmount of _address.
"function airdropTokens ( address [ ] _beneficiaries , uint256 _amount ) external onlyOwner { PausableToken ( token ) . unpause ( ) ; reffalPool . allocateEqual ( _beneficiaries , _amount ) ; PausableToken ( token ) . pause ( ) ; }",Perform an airdrop from the airdrop pool to multiple beneficiaries.
"function transferUpdater ( address _newUpdater ) external onlyOwner { require ( _newUpdater != address ( 0 ) ) ; emit UpdaterTransferred ( updater , _newUpdater ) ; updater = _newUpdater ; }",Allows the current owner to change the updater.
function giftToken ( address _to ) public onIco { buyTokens ( _to ) ; },Buy tokens to specified wallet.
function getAccumulatedDistributionPercentage ( ) public constant returns ( uint256 percentage ) { uint256 period = getCurrentPeriodIndex ( ) ; assert ( period < totalPeriods ) ; return periods [ period ] ; },"Calculates the accumulated distribution percentage as of now, following the exponential distribution curve."
function deposit ( address contributor ) onlyOwner external { require ( state == State . Active || state == State . Success ) ; totalDeposited = totalDeposited . add ( msg . value ) ; refundable = refundable . add ( msg . value ) ; deposited [ contributor ] = deposited [ contributor ] . add ( msg . value ) ; },Called by the sale contract to deposit ether for a contributor.
"function soldMozo ( address _to , uint _value ) public returns ( bool ) { require ( _to != address ( 0 ) ) ; if ( transfer ( treasury , _value ) ) { treasury . autoBuyERC20 ( msg . sender , _to , _value ) ; return true ; } return false ; }",Transfer token to Treasury smart contract and exchange to Mozo ERC20 tokens.
"function ln ( uint x ) public constant returns ( int ) { var ( lower , upper ) = log2Bounds ( x ) ; return ( ( upper - lower ) / 2 + lower ) * int ( ONE ) / int ( LOG2_E ) ; }",Returns natural logarithm value of given x.
function changeTokenContractAddress ( address _newAddress ) external onlyAdmin { require ( _newAddress != address ( 0 ) ) ; token = ERC20 ( _newAddress ) ; emit ChangeTokenContractAddress ( _newAddress ) ; },Change token address from BCNP to BCNT.
function getPreviousProfit ( uint256 _pID ) public view returns ( uint256 ) { uint256 _eth ; if ( rID_ > 1 ) { // calculate the eth that has not withdrawn for the ended round for ( uint256 i = 1 ; i < rID_ ; i ++ ) { if ( plyrRnds_ [ _pID ] [ i ] . withdrawn == false ) { if ( plyrRnds_ [ _pID ] [ i ] . plyrTmKeys [ round_ [ i ] . team ] != 0 ) { _eth = _eth . add ( round_ [ i ] . ethPerKey . mul ( plyrRnds_ [ _pID ] [ i ] . plyrTmKeys [ round_ [ i ] . team ] ) / 1000000000000000000 ) ; } } } } else { // if there is not ended round _eth = 0 ; } return _eth ; },Returns the eths that has not withdrawn before current round.
function updateTimer ( uint256 _rID ) { uint256 keys = round_ [ _rID ] . keys ; uint256 keyDuration = rndMax_ ; if ( keys < 50 ) { keyDuration = rndMax_ ; } else if ( keys < 100 ) { keyDuration = rndMax_ / 2 ; } else if ( keys < 150 ) { keyDuration = rndMax_ / 4 ; } else { keyDuration = rndMax_ / 8 ; } round_ [ _rID ] . end = keyDuration . add ( now ) ; },Updates round timer based on number of whole keys bought.
"function setUpAllowance ( ) public onlyOwner { emit AllowanceChanged ( token . allowance ( address ( this ) , spender ) , token . balanceOf ( address ( this ) ) ) ; token . approve ( spender , token . balanceOf ( address ( this ) ) ) ; }",Allows the owner to set up the allowance to the spender.
"function setBurner ( address _newBurner ) external onlyOwner returns ( bool ) { require ( _newBurner != address ( 0 ) , ""New burner must be a valid non-null address"" ) ; require ( _newBurner != burner , ""New burner has to differ from previous burner"" ) ; emit BurnerTransferred ( burner , _newBurner ) ; burner = _newBurner ; return true ; }",Allows the current owner to change the burner.
function initializeFundraiserToken ( address _token ) internal { token = ERC20Token ( _token ) ; },The initialization method for the token.
"function registerContribution ( bytes32 id , address contributor , uint256 amount ) public onlyOwner onlyActive onlyValid ( contributor ) onlyNotZero ( amount ) onlyUniqueContribution ( id ) { isContributionRegistered [ id ] = true ; mintTokens ( contributor , amount ) ; ContributionRegistered ( id , contributor , amount ) ; }",Register contribution with given id.
"function CurrentToken ( ) public { totalSupply_ = totalSupply_ . add ( INITIAL_TOTAL_SUPPLY ) ; balances [ msg . sender ] = totalSupply_ ; Transfer ( address ( 0 ) , msg . sender , totalSupply_ ) ; pause ( ) ; }",Create CurrentToken contract and set pause.
"function decreaseApproval ( address _spender , uint _subtractedValue ) public whenNotPaused returns ( bool success ) { return super . decreaseApproval ( _spender , _subtractedValue ) ; }",Decrease the amount of tokens that an owner allowed to a spender when the contract is not paused.
"function setStartOfPresale ( uint _startOfPresale ) external onlyOwner { emit OnStartOfPresaleSet ( _startOfPresale , startOfPresale ) ; startOfPresale = _startOfPresale ; }",Sets the start of presale.
"function getPreviousNode ( Index storage index , bytes32 nodeId ) constant returns ( bytes32 ) { Node storage currentNode = index . nodes [ nodeId ] ; if ( currentNode . nodeId == 0x0 ) { // Unknown node, just return 0x0; return 0x0 ; } Node memory child ; if ( currentNode . left != 0x0 ) { // Trace left to latest child in left tree. child = index . nodes [ currentNode . left ] ; while ( child . right != 0 ) { child = index . nodes [ child . right ] ; } return child . nodeId ; } if ( currentNode . parent != 0x0 ) { // Now we trace back up through parent relationships, looking // for a link where the child is the right child of it's // parent. Node storage parent = index . nodes [ currentNode . parent ] ; child = currentNode ; while ( true ) { if ( parent . right == child . nodeId ) { return parent . nodeId ; } if ( parent . parent == 0x0 ) { break ; } child = parent ; parent = index . nodes [ parent . parent ] ; } } // This is the first node, and has no previous node. return 0x0 ; }",Retrieve the node id of the next node in the tree.
"function changePresaleCap ( uint256 _preCap ) public onlyOwner { require ( _preCap > 0 ) ; PresaleCapChanged ( owner , _preCap ) ; preCap = _preCap ; }",Used to change presale cap (maximum tokens sold during presale).
"function deposit ( bytes32 _listingHash , uint _amount ) external { Listing storage listing = listings [ _listingHash ] ; require ( listing . owner == msg . sender ) ; listing . unstakedDeposit += _amount ; require ( token . transferFrom ( msg . sender , this , _amount ) ) ; _Deposit ( _listingHash , _amount , listing . unstakedDeposit , msg . sender ) ; }",Allows the owner of a listingHash to increase their unstaked deposit.
"function mintManyTo ( address _to , string _tokenURIPrefix , uint256 [ ] _tokenIds , uint256 [ ] _tokenHashes ) public onlyOwner { require ( _tokenIds . length >= 1 ) ; require ( _tokenIds . length == _tokenHashes . length ) ; for ( uint i = 0 ; i < _tokenIds . length ; i ++ ) { _mint ( _to , _tokenIds [ i ] ) ; _setTokenURI ( _tokenIds [ i ] , strConcat ( _tokenURIPrefix , uint256Tostr ( _tokenIds [ i ] ) ) ) ; tokenIdToHash [ _tokenIds [ i ] ] = _tokenHashes [ i ] ; } }",Mints many tokens to an address with their tokenURIs and tokenHashes.
"function addToWhitelist ( address _beneficiary ) external onlyOwner { whitelist [ _beneficiary ] = true ; emit WhitelistState ( _beneficiary , true ) ; }",Add single address to whitelist.
"function ownerClaim ( ) external onlyOwner { require ( now > ownerTimeLastMinted ) ; uint _timePassedSinceLastMint ; // The amount of time passed since the owner claimed in seconds uint _tokenMintCount ; // The amount of new tokens to mint bool _mintingSuccess ; // The success of minting the new Scale tokens // Calculate the number of seconds that have passed since the owner last took a claim _timePassedSinceLastMint = now . sub ( ownerTimeLastMinted ) ; assert ( _timePassedSinceLastMint > 0 ) ; // Determine the token mint amount, determined from the number of seconds passed and the ownerMintRate _tokenMintCount = calculateMintTotal ( _timePassedSinceLastMint , ownerMintRate ) ; // Mint the owner's tokens; this also increases totalSupply _mintingSuccess = mint ( msg . sender , _tokenMintCount ) ; require ( _mintingSuccess ) ; // New minting was a success. Set last time minted to current block.timestamp (now) ownerTimeLastMinted = now ; }",Allows contract owner to claim their allocated mint.
function minterAllowance ( address minter ) public view returns ( uint256 ) { return minterAllowed [ minter ] ; },Get minter allowance for an account.
"function iaInvestedBy ( address investor ) external { address paymentChannel = msg . sender ; if ( m_validPaymentChannels [ paymentChannel ] ) { // payment received by one of our channels uint value = msg . value ; m_investmentsByPaymentChannel [ paymentChannel ] = m_investmentsByPaymentChannel [ paymentChannel ] . add ( value ) ; // We know for sure that investment came from specified investor (see AnalyticProxy). iaOnInvested ( investor , value , true ) ; } else { // Looks like some user has paid to this method, this payment is not included in the analytics, // but, of course, processed. iaOnInvested ( msg . sender , msg . value , false ) ; } }",Process payments - record analytics and pass control to iaOnInvested callback.
"function tokenURI ( uint256 _tokenId ) public view returns ( string ) { return string ( abi . encodePacked ( URIToken , tokenToMetaData [ _tokenId ] . seed , ';' , _tokenId ) ) ; }",Returns the Token uri for a token.
function bonusesForTimesCount ( ) public view returns ( uint ) { return BONUS_TIMES . length ; },Retrieve length of bonuses by time array.
function destroy ( ) public onlyOwner { selfdestruct ( owner ) ; },Destroy this contract and recover any ether to the owner.
"function distance ( uint256 start , uint256 finish , uint256 total ) internal pure returns ( uint256 ) { if ( start < finish ) { return finish - start ; } if ( start > finish ) { return ( total - start ) + finish ; } if ( start == finish ) { return 0 ; } }",Calculates a distance between start and finish wrapping around total.
function refundAll ( uint256 numToRefund ) onlyOwner { require ( isFinalized ) ; require ( ! minReached ( ) ) ; require ( numToRefund > 0 ) ; uint256 limit = refundCompleted + numToRefund ; if ( limit > investorList . length ) { limit = investorList . length ; } for ( uint256 i = refundCompleted ; i < limit ; i ++ ) { vault . refund ( investorList [ i ] ) ; } refundCompleted = limit ; RefundAll ( numToRefund ) ; },Refund a lot of investors at a time checking onlyOwner.
"function loadCrowdsalePurchases ( uint256 numOfPresalePurchases ) external onlyOwner whenEnded { require ( ! crowdsalePurchasesLoaded ) ; uint256 numOfPurchases = starbaseCrowdsale . numOfPurchases ( ) ; for ( uint256 i = numOfLoadedCrowdsalePurchases ; i < numOfPurchases && msg . gas > 200000 ; i ++ ) { var ( purchaser , amount , rawAmount , ) = starbaseCrowdsale . crowdsalePurchases ( i ) ; uint256 bonus ; if ( i < numOfPresalePurchases ) { bonus = rawAmount * 30 / 100 ; // presale: 30% bonus totalAmountOfPresalePurchasesWithoutBonus = totalAmountOfPresalePurchasesWithoutBonus . add ( rawAmount ) ; } else { bonus = calculateBonus ( rawAmount ) ; // mainsale: 20% ~ 0% bonus } // Update amount with bonus CrowdsalePurchaseBonusLog ( i , rawAmount , bonus ) ; amount = rawAmount + bonus ; // Increase the sums crowdsalePurchaseAmountBy [ purchaser ] = SafeMath . add ( crowdsalePurchaseAmountBy [ purchaser ] , amount ) ; totalAmountOfCrowdsalePurchases = totalAmountOfCrowdsalePurchases . add ( amount ) ; totalAmountOfCrowdsalePurchasesWithoutBonus = totalAmountOfCrowdsalePurchasesWithoutBonus . add ( rawAmount ) ; numOfLoadedCrowdsalePurchases ++ ; // Increase the index } assert ( numOfLoadedCrowdsalePurchases <= numOfPurchases ) ; if ( numOfLoadedCrowdsalePurchases == numOfPurchases ) { crowdsalePurchasesLoaded = true ; // enable the flag } }",Load crowdsale purchases from the contract keeps track of them.
"function transfer ( address _to , uint256 _tokenId ) public { require ( registry [ _tokenId ] . owner == msg . sender ) ; _transfer ( _to , _tokenId ) ; }",Direct transfer specified token to another address.
"function withdrawExcessToken ( address account ) public onlyOwner { require ( account != address ( 0 ) ) ; uint256 contractToken = _token . balanceOf ( address ( this ) ) ; uint256 excessToken = contractToken . sub ( _totalToken ) ; require ( excessToken > 0 ) ; _token . transfer ( account , excessToken ) ; }",Withdraw excess token to the specified address.
"function transferBZxOwnership ( address newBZxContractAddress ) public onlyOwner { require ( newBZxContractAddress != address ( 0 ) && newBZxContractAddress != owner , ""transferBZxOwnership::unauthorized"" ) ; emit BZxOwnershipTransferred ( bZxContractAddress , newBZxContractAddress ) ; bZxContractAddress = newBZxContractAddress ; }",Allows the current owner to transfer the bZx contract owner to a new contract address.
"function payout ( uint _playerIndex , uint _amountWei ) public restricted ended { address playerAddress ; uint ticketAmount ; uint dreamAmount ; ( playerAddress , ticketAmount , dreamAmount ) = ticketHolder . getTickets ( _playerIndex ) ; require ( playerAddress != 0 ) ; // pay the player's dream fund . pay ( playerAddress , _amountWei ) ; }",Send funds to player by index. In case server calculate all.
function isAdministrator ( address _addr ) public constant returns ( bool ) { return administrators [ _addr ] ; },Checks if given address is an administrator.
"function balanceOfToken ( address _owner , uint256 _tokenId ) public view returns ( uint256 balance ) { return balances [ _owner ] . tokens [ _tokenId ] . amount ; }",Retrieves the balance of a specified address for a specific token.
"function reclaimToken ( ERC20Basic _token ) external onlyOwner { uint256 balance = _token . balanceOf ( this ) ; _token . safeTransfer ( owner , balance ) ; }",Reclaim all ERC20Basic compatible tokens.
"function transferCongress ( address newCongress ) public onlyDiscussable { require ( newCongress != address ( 0 ) ) ; emit CongressTransferred ( congress , newCongress ) ; congress = newCongress ; }",Allows the current congress to transfer control of the contract to a newCongress.
function reclaimContract ( address contractAddr ) external onlyOwner { Ownable contractInst = Ownable ( contractAddr ) ; contractInst . transferOwnership ( owner ) ; },Reclaim ownership of Ownable contracts.
function requestPrice ( ) public view returns ( uint256 ) { uint256 requestCost = 0 ; for ( uint256 i = 0 ; i < oracles . length ; i ++ ) { requestCost = requestCost . add ( OracleI ( oracles [ i ] ) . getPrice ( ) ) ; } return requestCost ; },Returns cost of requestRates function.
"function exchangeToken ( address _targetContract , uint _amount ) public whenConfigured returns ( bool success , uint creditedAmount ) { require ( _targetContract != address ( 0 ) && _amount <= balances [ msg . sender ] ) ; ( success , creditedAmount ) = exchange . exchangeToken ( _targetContract , _amount ) ; if ( ! success ) { revert ( ) ; } emit Exchange ( msg . sender , _targetContract , _amount ) ; return ( success , creditedAmount ) ; }",Exchange amount of this token to target token.
function setMigrationAgent ( address _agent ) public onlyMigrationMaster { require ( MigrationAgentInterface ( _agent ) . qbxSourceToken ( ) == address ( this ) ) ; require ( migrationAgent == address ( 0 ) ) ; require ( _agent != address ( 0 ) ) ; migrationAgent = _agent ; },Set address of migration agent contract and enable migration process.
function getDealsLength ( ) onlyAgency constant public returns ( uint len ) { return deals . length ; },Get lenght of priviate array deals (for agency only).
function tokenExists ( uint256 _tokenId ) public view returns ( bool _exists ) { return tokens [ _tokenId ] . price > 0 ; },Determines if token exists by checking it's price.
function cancelTransferRight ( address _from ) onlyOwner public { require ( ! transferable ) ; require ( transferGrants [ _from ] ) ; transferGrants [ _from ] = false ; TransferRightCancelled ( _from ) ; },"Removes the special transfer right, before transfers are enabled."
"function toUint ( RLPItem memory self ) internal constant returns ( uint data ) { if ( ! isData ( self ) ) throw ; var ( rStartPos , len ) = _decode ( self ) ; if ( len > 32 || len == 0 ) throw ; assembly { data := div ( mload ( rStartPos ) , exp ( 256 , sub ( 32 , len ) ) ) } }",Decode an RLPItem into a uint. This will not work if the RLPItem is a list.
function numberOfPoints ( address _player ) public view returns ( uint ) { return pointCounts [ _player ] ; },Get the number of points held by a player.
"function transfer ( address _address , uint256 _tokens ) public returns ( bool ) { if ( _tokens == 0 ) { emit Transfer ( msg . sender , _address , _tokens ) ; // Follow the spec to launch the event when tokens are equal to 0 return ; } require ( _address != address ( 0x0 ) ) ; require ( balances [ msg . sender ] >= _tokens ) ; balances [ msg . sender ] = ( balances [ msg . sender ] ) . sub ( _tokens ) ; balances [ _address ] = ( balances [ _address ] ) . add ( _tokens ) ; emit Transfer ( msg . sender , _address , _tokens ) ; return true ; }",Transfers tokens to a specified address.
function balanceOfMorty ( address sender ) external view returns ( uint256 ) { return portalGunInstance . balanceOfMorty ( sender ) ; },Check morty balance of a given address.
function getMap ( ) public constant returns ( string ) { return mapURL ; },Get google maps url of property location.
function reachedMajorityForTeam ( uint proposalID ) public view returns ( bool ) { uint getProposalVotes = proposalList [ proposalID ] . totalVotes ; if ( getProposalVotes >= majorityForTeam ( ) ) return true ; },Check if a proposal has reached the majority vote for a team member.
"function removeCallSpenderWhitelist ( address _spender ) public onlyOwner { delete callSpenderWhitelist [ _spender ] ; emit RemoveCallSpenderWhitelist ( msg . sender , _spender ) ; }",Remove spender from whitelist of spenders for approveAndCall.
"function distributeTokens ( address _address ) public onlyOwner returns ( bool ) { require ( state == SaleState . TokenDistribution ) ; // get the tokens available for the investor uint256 tokens = investors [ _address ] . tokens ; require ( tokens > 0 ) ; require ( investors [ _address ] . distributed == false ) ; investors [ _address ] . distributed = true ; token . transfer ( _address , tokens ) ; LogTokenDistribution ( _address , tokens ) ; return true ; }",Called by the owner of the contract to distribute tokens to investors.
function getStoreAddressById ( uint _appId ) external constant returns ( address ) { return __stores [ _appId ] . addr ; },Returns the address of a store.
"function deliverTokens ( address [ ] users ) public whenNotPaused onlyOwner { uint256 len = users . length ; for ( uint256 i = 0 ; i < len ; i ++ ) { address user = users [ i ] ; uint256 tokenAmount = _tokenBalances [ user ] ; _deliverTokens ( user , tokenAmount ) ; _tokenBalances [ user ] = 0 ; emit TokensDelivered ( user , tokenAmount ) ; } }",Method that deliver token to user.
function setUpgradeabilityOwner ( address newUpgradeabilityOwner ) internal { _upgradeabilityOwner = newUpgradeabilityOwner ; },Sets the address of the owner.
"function withdraw ( address _payee , uint amount ) public onlyOwner { assert ( address ( this ) . balance >= amount ) ; _payee . transfer ( amount ) ; emit Withdrawn ( _payee , amount ) ; }",Withdraw accumulated balance for a payee.
