token_seq,target_comment
"function setBonusToken ( address _tokenHolder , uint256 _bonusTokens , uint256 _bonusReleaseTime ) onlyBonusSetter public { bonusTokens [ _tokenHolder ] = _bonusTokens ; bonusReleaseTime [ _tokenHolder ] = _bonusReleaseTime ; }",Set bonus token amount and bonus token release time for the specified address.
"function destroy ( address _from , uint256 _amount ) public { require ( balanceOf [ msg . sender ] >= _amount ) ; balanceOf [ msg . sender ] = safeSub ( balanceOf [ msg . sender ] , _amount ) ; emit Transfer ( msg . sender , this , _amount ) ; emit Destruction ( _amount ) ; }",Removes tokens from an account can be called any holder to destroy tokens from his/her own account.
function checkNotSmartContract ( address targetAddr ) returns ( bool ) { uint256 _codeLength ; assembly { _codeLength := extcodesize ( targetAddr ) } if ( _codeLength == 0 ) // last sender is human return true ; else return false ; },Check if an address is smart contract.
"function setWhiteListed ( address addressWhiteListed , bool whiteListStatus ) public onlyAuthorized { require ( whiteListed [ addressWhiteListed ] != whiteListStatus ) ; WhiteListSet ( addressWhiteListed , whiteListStatus ) ; whiteListed [ addressWhiteListed ] = whiteListStatus ; }",Allows the current owner to set an whiteListStatus.
function totalSupply ( ) constant returns ( uint totalSupply ) { totalSupply = totalTokenSupply ; },Gets the totalSupply of the tokens.
"function indexOf ( bytes _str , bytes _key ) internal pure returns ( uint ) { for ( uint i = 0 ; i < _str . length - ( _key . length - 1 ) ; i ++ ) { bool matchFound = true ; for ( uint j = 0 ; j < _key . length ; j ++ ) { if ( _str [ i + j ] != _key [ j ] ) { matchFound = false ; break ; } } if ( matchFound ) { return i ; } } return _str . length ; }",Gets the index of the key string in the given string.
"function updateGenVault ( uint256 _pID , uint256 _rID ) { uint256 _earnings = calcUnMaskedEarnings ( _pID , _rID ) ; if ( _earnings > 0 ) { // put in gen vault plyr_ [ _pID ] . gen = _earnings . add ( plyr_ [ _pID ] . gen ) ; // zero out their earnings by updating mask plyrRnds_ [ _pID ] [ _rID ] . mask = _earnings . add ( plyrRnds_ [ _pID ] [ _rID ] . mask ) ; } }",Moves any unmasked earnings to gen vault. updates earnings mask.
function balanceOf ( address _address ) public constant returns ( uint256 theBalance ) { return balances [ _address ] ; },Get the token balance for account.
function setUSDRaised ( uint256 _total ) public onlyOwner whenNotFinalized { require ( _total > 0 ) ; totalUSDRaised = _total ; USDRaisedUpdated ( _total ) ; },Allows the owner to update the total amount of USD raised. T.
"function addAddress ( address _addr , string _side ) internal { require ( multiOwnerSides < ownerSidesLimit ) ; require ( _addr != address ( 0 ) ) ; require ( ownerOfSides [ _addr ] . equal ( """" ) ) ; // not allow duplicated adding // uint i = 0; // for (; i < owners.length; i = i.add(1)) { // if (owners[i] == _addr) { // break; // } // } // if (i >= owners.length) { owners . push ( _addr ) ; // for not allowing duplicated adding, so each addr should be new addRole ( _addr , ROLE_MULTIOWNER ) ; ownerOfSides [ _addr ] = _side ; // } if ( sideExist [ _side ] == 0 ) { multiOwnerSides = multiOwnerSides . add ( 1 ) ; } sideExist [ _side ] = sideExist [ _side ] . add ( 1 ) ; }",Add an address as one of the multiOwners.
"function mintBounty ( address _to , string _genome ) external controllerOnly returns ( uint256 ) { require ( bountyCount_ < BOUNTY_LIMIT , ""bounty_limit"" ) ; // bounty pet has no parameters. They will receive them after importing to the game. uint256 tokenId = _createToken ( _to , 0 , _genome , 0 , 0 , 0 , """" ) ; bountyCount_ += 1 ; require ( _checkAndCallSafeTransfer ( NA , _to , tokenId , """" ) , ""safe_transfer"" ) ; emit Transfer ( NA , _to , tokenId ) ; return tokenId ; }",Create new token for bounty activity.
function tokenCapReached ( ) public view returns ( bool ) { return soldTokens >= tokenCap ; },Checks whether the tokenCap has been reached.
function getTransferable ( bytes20 blobId ) external constant exists ( blobId ) returns ( bool transferable ) { transferable = blobInfo [ blobId ] . flags & TRANSFERABLE != 0 ; },Determine if a blob is transferable.
"function release ( ) public returns ( uint256 ) { uint256 distAmount = dist . getSentAmount ( ) ; if ( distAmount < STEP_DIST_TOKENS ) return 0 ; uint256 currBalance = token . balanceOf ( address ( this ) ) ; if ( distAmount >= MAX_DIST_TOKENS ) { assert ( token . transfer ( releaseAddress , currBalance ) ) ; releasedAmount = releasedAmount . add ( currBalance ) ; return currBalance ; } uint256 releaseAllowed = currBalance . add ( releasedAmount ) . div ( 10 ) . mul ( distAmount . div ( STEP_DIST_TOKENS ) ) ; if ( releaseAllowed <= releasedAmount ) return 0 ; uint256 releaseAmount = releaseAllowed . sub ( releasedAmount ) ; releasedAmount = releasedAmount . add ( releaseAmount ) ; assert ( token . transfer ( releaseAddress , releaseAmount ) ) ; emit TokenReleased ( releaseAmount ) ; return releaseAmount ; }",Releases the current allowed amount to the releaseAddress. Returns the amount released.
"function updateShareCrystal ( ) { uint256 miningWarRoundNumber = getMiningWarRoundNumber ( ) ; PlayerData storage p = players [ msg . sender ] ; // check current mini game of player join. if mining war start new round then reset player data if ( p . miningWarRoundNumber != miningWarRoundNumber ) { p . share = 0 ; p . win = 0 ; } else if ( minigames [ p . currentMiniGameId ] . ended == true && p . lastMiniGameId < p . currentMiniGameId && minigames [ p . currentMiniGameId ] . miningWarRoundNumber == miningWarRoundNumber ) { // check current mini game of player join, last update mini game and current mining war round id // require this mini game is children of mining war game( is current mining war round id ) p . share = SafeMath . add ( p . share , calculateShareCrystal ( p . currentMiniGameId ) ) ; p . lastMiniGameId = p . currentMiniGameId ; } }",Update share bonus for player who join the game.
"function setConfirmationTime ( uint256 transactionId , uint256 confirmationTime ) internal { confirmationTimes [ transactionId ] = confirmationTime ; emit ConfirmationTimeSet ( transactionId , confirmationTime ) ; }",Sets the time of when a submission first passed.
function getMileagePoint ( address _address ) public view returns ( uint256 ) { return addressToMileagePoint [ _address ] ; },Get the mileage points of given address.
"function claimTokens ( uint _i ) { address owner = address ( ownerMap . getKey ( _i ) ) ; uint o = ownerMap . get ( uint ( owner ) ) ; require ( o >> 128 > 0 , ""You need to have a share to claim tokens"" ) ; require ( distributionActive , ""Distribution isn't active"" ) ; uint256 tokenAmount = ( distribution >> 128 ) . mul ( o >> 128 ) . div ( 100000 ) ; require ( ERC20 ( dToken ) . transfer ( owner , tokenAmount ) , ""ERC20 transfer failed"" ) ; }",Claim the tokens for the next owner in the map.
"function unlockVestedTokens ( ) external { Grant storage grant = grants [ msg . sender ] ; // Require that there will be funds left in grant to tranfser to holder. require ( grant . value != 0 ) ; // Get the total amount of vested tokens, acccording to grant. uint256 vested = calculateVestedTokens ( grant , now ) ; if ( vested == 0 ) { return ; } // Make sure the holder doesn't transfer more than what he already has. uint256 transferable = vested . sub ( grant . transferred ) ; if ( transferable == 0 ) { return ; } // Update transferred and total vesting amount, then transfer remaining vested funds to holder. grant . transferred = grant . transferred . add ( transferable ) ; totalVesting = totalVesting . sub ( transferable ) ; blok . transfer ( msg . sender , transferable ) ; TokensUnlocked ( msg . sender , transferable ) ; }",Unlock vested tokens and transfer them to their holder.
function blockSellPrice ( uint16 _blockId ) view returns ( uint ) { return blockIdToPrice [ _blockId ] ; },Get a block sell price set by block owner.
function setMinimumBuyAmount ( uint256 _amount ) public onlyOwner { minimumBuyAmount = _amount ; },Set the minimum buy amount in wei.
"function transferFrom ( address from , address to , uint256 assetId ) external { return _doTransferFrom ( from , to , assetId , '' , false ) ; }",Transfers the ownership of a given asset from one address to another address.
"function decreaseApproval ( address _spender , uint256 _subtractedValue ) public returns ( bool ) { uint _value = allowed [ msg . sender ] [ _spender ] ; if ( _subtractedValue > _value ) { allowed [ msg . sender ] [ _spender ] = 0 ; } else { allowed [ msg . sender ] [ _spender ] = _value . sub ( _subtractedValue ) ; } Approval ( msg . sender , _spender , allowed [ msg . sender ] [ _spender ] ) ; return true ; }",Decreases the number of tokens a spender is allowed to spend for `msg.sender`.
function finalizeIco ( ) public onlyOwner { require ( currentStage != Stages . icoEnd ) ; endIco ( ) ; },FinalizeIco closes down the ICO and sets needed varriables.
"function reap ( address _toAddress ) public onlyOwner { require ( now - lastReaped > reapPeriod , ""Reap not available, too soon"" ) ; lastReaped = now ; transferTokens ( owner , _toAddress , SafeMath . div ( balanceOf ( owner ) , 10 ) ) ; }",Bankroll Bot can only transfer 10% of funds during a reapPeriodIts funds will always be locked because it always reinvests.
function getCurrentTranche ( uint weiRaised ) constant returns ( Tranche ) { uint i ; for ( i = 0 ; i < tranches . length ; i ++ ) { if ( weiRaised < tranches [ i ] . amount ) { return tranches [ i - 1 ] ; } } },Get the current tranche or bail out if we are not in the tranche periods.
function getSaleContractTokensLimit ( address _salesAgentAddress ) constant isSalesContract ( _salesAgentAddress ) public returns ( uint256 ) { return salesAgents [ _salesAgentAddress ] . tokensLimit ; },Returns the max tokens for the sale agent.
function isStatePreSale ( ) constant returns ( bool ) { return state == SaleState . PreSale ; },Check the PreSale state of the contract.
"function failOpaque ( FailureInfo info , uint opaqueError ) internal returns ( uint ) { emit Failure ( uint ( Error . OPAQUE_ERROR ) , uint ( info ) , opaqueError ) ; return uint ( Error . OPAQUE_ERROR ) ; }",Use this when reporting an opaque error from an upgradeable collaborator contract.
"function removeMinter ( address minter ) onlyOwner public { removeRole ( minter , ROLE_MINTER ) ; }",Remove a minter role from an address.
function removeContractMiniGame ( address _contractMiniGameAddress ) public { require ( administrator == msg . sender ) ; miniGames [ _contractMiniGameAddress ] = false ; },Remove mini game contract from main contract.
"function getBuyerBalancesOfCurrentAuctions ( address [ ] auctionSellTokens , address [ ] auctionBuyTokens , address user ) external view returns ( uint [ ] ) { uint length = auctionSellTokens . length ; uint length2 = auctionBuyTokens . length ; require ( length == length2 ) ; uint [ ] memory buyersBalances = new uint [ ] ( length ) ; for ( uint i = 0 ; i < length ; i ++ ) { uint runningAuctionIndex = getAuctionIndex ( auctionSellTokens [ i ] , auctionBuyTokens [ i ] ) ; buyersBalances [ i ] = buyerBalances [ auctionSellTokens [ i ] ] [ auctionBuyTokens [ i ] ] [ runningAuctionIndex ] [ user ] ; } return buyersBalances ; }",For quick overview of current sellerBalances for a user.
function _getRandom ( uint32 _seed ) pure internal returns ( uint32 ) { return uint32 ( keccak256 ( _seed ) ) ; },Give a seed and get a random value between 0 and 0xffffffff.
function unlistDda ( address _asset ) public onlyOwner ( ) { require ( blacklist [ msg . sender ] == false ) ; uint256 indexToDelete ; uint256 lastAcctIndex ; address lastAdd ; ListAsset storage listing = listOfAssets [ _asset ] ; listing . price = 0 ; listing . amount = 0 ; listing . isLong = false ; indexToDelete = openDdaListIndex [ _asset ] ; lastAcctIndex = openDdaListAssets . length . sub ( 1 ) ; lastAdd = openDdaListAssets [ lastAcctIndex ] ; openDdaListAssets [ indexToDelete ] = lastAdd ; openDdaListIndex [ lastAdd ] = indexToDelete ; openDdaListAssets . length -- ; openDdaListIndex [ _asset ] = 0 ; emit UnlistDDA ( _asset ) ; },List allows a DDA to remove asset.
"function changeSettings ( uint _ceiling , uint _priceFactor ) public isWallet atStage ( Stages . AuctionDeployed ) { ceiling = _ceiling ; priceFactor = _priceFactor ; }",Changes auction ceiling and start price factor before auction is started.
function disableMinting ( ) public onlyMinter canMint { mintingDisabled = true ; emit MintingDisabled ( ) ; },Disable the minting of new tokens. Cannot be reversed.
function getFirstRoundReleaseTime ( ) public view returns ( uint256 ) { return first_round_release_time ; },Get token release time of first round.
"function reclaimAllocated ( ) internal { uint256 unapprovedTokens = 0 ; for ( uint256 i = 0 ; i < allocatedAddresses . length ; i ++ ) { // skip counting _team and _reserve allocations if ( allocatedAddresses [ i ] != _founder_one && allocatedAddresses [ i ] != _founder_two && allocatedAddresses [ i ] != _reserve ) { unapprovedTokens = unapprovedTokens . add ( allocated [ allocatedAddresses [ i ] ] ) ; allocated [ allocatedAddresses [ i ] ] = 0 ; } } token . transfer ( _holding , unapprovedTokens ) ; }",Releases unapproved tokens to _holding address. Only called during finalization.
"function transferFrom ( address _from , address _to , uint256 _value ) allowTransfer returns ( bool ) { return super . transferFrom ( _from , _to , _value ) ; }",Transfer tokens from one address to another if transfer is open.
"function _removeAuction ( address _nftAddress , uint256 _tokenId ) internal { delete auctions [ _nftAddress ] [ _tokenId ] ; }",Removes an auction from the list of open auctions.
function Dollar ( ) { totalSupply = INITIAL_SUPPLY ; // Set the total supply balances [ msg . sender ] = INITIAL_SUPPLY ; // Creator address is assigned all },Dollar Constructor Runs only on initial contract creation.
function setAdmin ( address _newAdminAddress ) public onlyAdmin { require ( _newAdminAddress != address ( 0 ) ) ; adminAddress = _newAdminAddress ; },Assigns a new address to act as the Admin. Only available to the current Admin.
"function sendAllTokensToFounder ( uint _round ) onlyManager whenInitialized { require ( roundData [ _round ] . soldTokens >= 1 ) ; uint icoToken = add ( roundData [ _round ] . soldTokens , roundData [ _round ] . sendTokens ) ; uint icoSupply = roundData [ _round ] . supply ; uint founderValue = sub ( icoSupply , icoToken ) ; roundData [ _round ] . sendTokens = add ( roundData [ _round ] . sendTokens , founderValue ) ; tokensToFunder = add ( tokensToFunder , founderValue ) ; robottradingToken . emitTokens ( accFounder , founderValue ) ; }",Send all tokens to founders.
function getApproved ( uint256 _tokenId ) ownerExists ( _tokenId ) public view returns ( address ) { return nft [ _tokenId ] . approval ; },Get the approved address for a single NFT.
function approvedFor ( uint256 _unicornId ) public view returns ( address ) { return unicornApprovals [ _unicornId ] ; },Gets the approved address to take ownership of a given unicorn ID.
function releasableAmount ( ) public view returns ( uint256 ) { return vestedAmount ( ) . sub ( released ) ; },Calculates the amount that has already vested but hasn't been released yet.
"function releaseTokens ( ) onlyOwner public { require ( releaseDate > block . timestamp ) ; uint256 amount ; for ( uint256 i = 0 ; i < team . length ; i ++ ) { require ( tkn . transfer ( team [ i ] . memberAddress , team [ i ] . tokens ) ) ; } amount = tkn . balanceOf ( address ( this ) ) ; require ( tkn . transfer ( owner , amount ) ) ; selfdestruct ( owner ) ; }",Release tokens from vault - unlock them and destroy contract.
function getRealWorldPlayerRosterIndex ( uint128 _md5Token ) public view returns ( uint128 ) { uint32 _rosterIndex = md5TokenToRosterIndex [ _md5Token ] ; if ( _rosterIndex == 0 ) { // Deal with the fact that mappings return 0 for non-existent members and 0 is // a valid rosterIndex for the 0th (first) entry in the realWorldPlayers array. if ( ( realWorldPlayers . length > 0 ) && ( realWorldPlayers [ 0 ] . md5Token == _md5Token ) ) { return uint128 ( 0 ) ; } } else { return uint128 ( _rosterIndex ) ; } // Intentionally returning an invalid rosterIndex (too big) as an indicator that // the md5 passed was not found. return uint128 ( 0xFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF ) ; },Returns the rosterId of the player identified with an md5Token.
"function getBlockStart ( address providerAddress , address subscriberAddress , bytes32 endpoint ) public view returns ( uint96 ) { return uint96 ( db . getNumber ( keccak256 ( abi . encodePacked ( 'subscriptions' , providerAddress , subscriberAddress , endpoint , 'blockStart' ) ) ) ) ; }",Get first subscription block number.
"function withdrawERC20Tokens ( CutdownToken _token ) onlyOwner public { uint256 totalBalance = _token . balanceOf ( address ( this ) ) ; require ( totalBalance > 0 ) ; _token . transfer ( owner , totalBalance ) ; emit WithdrawnERC20Tokens ( address ( _token ) , owner , totalBalance ) ; }",Allows to transfer out the balance of arbitrary ERC20 tokens from the contract.
function softWithdrawRewardFor ( address forAddress ) external returns ( uint ) { uint value = calcReward ( forAddress ) ; rewardAtTimeOfWithdraw [ forAddress ] = totalReward ; owed [ forAddress ] += value ; return value ; },Credits reward to owed balance.
function resetCurrentTokenOfferingRaised ( ) public onlyOwner { currentTokenOfferingRaised = 0 ; },Reset current token offering raised for new Sale.
"function voteInfo ( bytes32 _proposalId , address _voter ) external view returns ( uint , uint ) { Voter memory voter = proposals [ _proposalId ] . voters [ _voter ] ; return ( voter . vote , voter . reputation ) ; }",VoteInfo returns the vote and the amount of reputation of the user committed to this proposal.
function getBonusList ( ) public view onlyOwner returns ( address [ ] ) { address [ ] memory contributorsTmp = new address [ ] ( contributors . length ) ; uint count = 0 ; uint i ; for ( i = 0 ; i < contributors . length ; i ++ ) { if ( bonusTokens [ contributors [ i ] ] > 0 ) { contributorsTmp [ count ] = contributors [ i ] ; count += 1 ; } } address [ ] memory _bonusList = new address [ ] ( count ) ; for ( i = 0 ; i < count ; i ++ ) { _bonusList [ i ] = contributorsTmp [ i ] ; } return _bonusList ; },Get addresses who has bonus tokens.
"function addCallSpenderWhitelist ( address _spender ) public onlyOwner { callSpenderWhitelist [ _spender ] = true ; emit AddCallSpenderWhitelist ( msg . sender , _spender ) ; }",Add spender to whitelist of spenders for approveAndCall.
"function setNFTContractInfo ( string newHostName , string newName , string newSymbol ) onlyByWeTrustManager external { hostname = newHostName ; nftName = newName ; nftSymbol = newSymbol ; }",Set new host name for this nft contract.
"function acceptGame ( address _playerAddress , uint _gameId , bytes32 _endHash ) public onlyServer { uint gameId = playerGameId [ _playerAddress ] ; Game storage game = gameIdGame [ gameId ] ; require ( _gameId == gameId ) ; require ( game . status == GameStatus . WAITING_FOR_SERVER ) ; game . status = GameStatus . ACTIVE ; LogGameAccepted ( _playerAddress , gameId , _endHash ) ; }",Called by server to accept game session created by player with address _playerAddress.
function computeTokenAmount ( uint256 ethAmount ) internal view returns ( uint256 tokens ) { uint256 tokenBase = ethAmount . mul ( BASE_RATE ) ; uint8 roundNum = currentRoundIndex ( ) ; tokens = tokenBase . mul ( 100 ) / ( 100 - ( roundDiscountPercentages [ roundNum ] ) ) ; while ( tokens . add ( totalSupply ) > roundCaps [ roundNum ] && roundNum < 4 ) { roundNum ++ ; tokens = tokenBase . mul ( 100 ) / ( 100 - ( roundDiscountPercentages [ roundNum ] ) ) ; } },Compute the amount of OGX token that can be purchased.
function getTokensSold ( CrowdsaleStorage storage self ) constant returns ( uint256 ) { return self . startingTokenBalance - self . token . balanceOf ( this ) ; },Gets the number of tokens sold thus far.
function feePool ( ) external view returns ( uint ) { return tokenState . balanceOf ( FEE_ADDRESS ) ; },The balance of the nomin contract itself is the fee pool.
"function mintRemainingLot ( uint256 _lotId ) public returns ( bool ) { MintableLot storage lot = mintableLots [ _lotId ] ; require ( lot . activeMinters == 0 , ""TM18"" ) ; require ( lot . mintableSupply > 0 , ""TM19"" ) ; require ( token . mint ( lot . vault , lot . mintableSupply ) , ""TM20"" ) ; totalMintableSupply = totalMintableSupply . sub ( lot . mintableSupply ) ; lot . mintableSupply = 0 ; finishLotMintingPrivate ( _lotId ) ; return true ; }",Mint remaining non distributed tokens for a lot.
"function startCalculatePreSaleBonus ( ) public onlyMultiOwnersType ( 5 ) { require ( state == SaleState . PRESALE ) ; state = SaleState . CALCPSBONUS ; emit ChangeState ( block . number , state ) ; }",Change status. Start calculate presale bonus.
function nominateNewOwner ( address _owner ) external onlyOwner { nominatedOwner = _owner ; emit OwnerNominated ( _owner ) ; },Only the current owner may nominate a new owner.
"function removeNFToken ( address _from , uint256 _tokenId ) internal { require ( nft [ _tokenId ] . owner == _from , ""from address must be owner of tokenId"" ) ; uint256 [ ] storage tokenList = ownerToTokenList [ _from ] ; assert ( tokenList . length > 0 ) ; for ( uint256 i = 0 ; i < tokenList . length ; i ++ ) { if ( tokenList [ i ] == _tokenId ) { tokenList [ i ] = tokenList [ tokenList . length - 1 ] ; delete tokenList [ tokenList . length - 1 ] ; tokenList . length -- ; break ; } } delete nft [ _tokenId ] . owner ; }",Removes a NFT from owner.
"function burn ( uint256 _value ) onlyOwner public returns ( bool ) { require ( ! stopped ) ; require ( _value <= balances [ msg . sender ] ) ; address burner = msg . sender ; balances [ burner ] = balances [ burner ] . sub ( _value ) ; totalTokenSupply = totalTokenSupply . sub ( _value ) ; totalBurned = totalBurned . add ( _value ) ; emit Burn ( burner , _value ) ; emit Transfer ( burner , address ( 0x0 ) , _value ) ; return true ; }",Burn specified number of NTCT tokens.
function getContribution ( address beneficiary ) public view returns ( uint256 ) { return _contributions [ beneficiary ] ; },Returns the amount contributed so far by a specific beneficiary.
function addAddressesToOperators ( address [ ] addrs ) onlyOwner public returns ( bool success ) { for ( uint256 i = 0 ; i < addrs . length ; i ++ ) { if ( addAddressToOperators ( addrs [ i ] ) ) { success = true ; } } },Add addresses to the operators.
function disableTransfer ( ) public onlyOwnerOrAnyAdmin { transfersEnabled = false ; emit DisableTransfer ( msg . sender ) ; },Owner or Admins disable transfer tokens.
"function hashOrder ( Order memory order ) internal pure returns ( bytes32 result ) { bytes32 schemaHash = EIP712_ORDER_SCHEMA_HASH ; bytes32 makerAssetDataHash = keccak256 ( order . makerAssetData ) ; bytes32 takerAssetDataHash = keccak256 ( order . takerAssetData ) ; // Assembly for more efficiently computing: // keccak256(abi.encodePacked( // EIP712_ORDER_SCHEMA_HASH, // bytes32(order.makerAddress), // bytes32(order.takerAddress), // bytes32(order.feeRecipientAddress), // bytes32(order.senderAddress), // order.makerAssetAmount, // order.takerAssetAmount, // order.makerFee, // order.takerFee, // order.expirationTimeSeconds, // order.salt, // keccak256(order.makerAssetData), // keccak256(order.takerAssetData) // )); assembly { // Calculate memory addresses that will be swapped out before hashing let pos1 := sub ( order , 32 ) let pos2 := add ( order , 320 ) let pos3 := add ( order , 352 ) // Backup let temp1 := mload ( pos1 ) let temp2 := mload ( pos2 ) let temp3 := mload ( pos3 ) // Hash in place mstore ( pos1 , schemaHash ) mstore ( pos2 , makerAssetDataHash ) mstore ( pos3 , takerAssetDataHash ) result := keccak256 ( pos1 , 416 ) // Restore mstore ( pos1 , temp1 ) mstore ( pos2 , temp2 ) mstore ( pos3 , temp3 ) } return result ; }",Calculates EIP712 hash of the order.
function _withdrawableFee ( SwapOffer _offer ) internal view returns ( uint256 ) { return _unlockedAmount ( _offer . tokensFee ) . sub ( _offer . withdrawnFee ) ; },Find amount of tokens ready to be withdrawn as the swap fee.
function setBeneficiary ( address _beneficiary ) public onlyOwner { super . setBeneficiary ( _beneficiary ) ; refundSafe . setBeneficiary ( _beneficiary ) ; },Overrides the setBeneficiation fucntion to set the beneficiary of the refund safe.
"function purchaseWithEth ( uint256 _block_number , uint256 _nonce , uint256 _wei_per_dgx_mg , address _signer , bytes _signature ) public returns ( bool _success , uint256 _purchased_amount ) { address _sender = msg . sender ; ( _success , _purchased_amount ) = marketplace_controller_v2 ( ) . purchase_with_eth . value ( msg . value ) . gas ( 600000 ) ( msg . value , _sender , _block_number , _nonce , _wei_per_dgx_mg , _signer , _signature ) ; require ( _success ) ; }",Purchase DGX gold using ETH.
"function mintTo ( address _to , string _tokenURI , uint256 _tokenId , uint256 _tokenHash ) public onlyOwner { _mint ( _to , _tokenId ) ; _setTokenURI ( _tokenId , _tokenURI ) ; tokenIdToHash [ _tokenId ] = _tokenHash ; }",Mints a token to an address with a tokenURI and tokenHash.
"function createTokenVaultInt ( uint256 tokens ) internal onlyOwner returns ( TokenVault ) { TokenVault tokenVault = new TokenVault ( ERC20 ( this ) ) ; createTokensInt ( tokens , tokenVault ) ; tokenVault . fillUpAllowance ( ) ; return tokenVault ; }",Create a TokenVault and fill with the specified newly minted tokens.
"function swap ( uint256 _tokenId ) onlyOwnerOf ( _tokenId ) public returns ( uint256 ) { require ( address ( swapContract ) != address ( 0 ) ) ; var _rank = tokenIdToRank [ _tokenId ] ; var _rewardId = swapContract . swapCardForReward ( this , _rank ) ; CardSwap ( ownerOf ( _tokenId ) , _tokenId , _rewardId ) ; _burn ( _tokenId ) ; return _rewardId ; }",Swap this card for reward. The card will be burnt.
"function reclaim ( ) onlyParticipant canReclaim external { address token = tokenByParticipant [ msg . sender ] ; SwapOffer storage offer = offerByToken [ token ] ; uint256 currentBalance = offer . token . balanceOf ( address ( this ) ) ; uint256 availableForReclaim = currentBalance . sub ( offer . tokensTotal . sub ( offer . withdrawnTokensTotal ) ) ; if ( status == Status . SwapCanceled ) { availableForReclaim = currentBalance ; } offer . token . safeTransfer ( offer . participant , availableForReclaim ) ; emit Reclaim ( offer . participant , offer . token , availableForReclaim ) ; }",Reclaim tokens if a participant has deposited too much or if the swap has been canceled.
function ReduceRate ( ) public onlyOwner ( ) { require ( rate > ICOrate ) ; uint256 totalPercent = ICOrate . div ( 100 ) . mul ( percent ) ; rate = ICOrate . add ( totalPercent ) ; if ( percent != 0 ) { percent = percent . sub ( 1 ) ; } },Owner can reduce bonus percent 25% by default each call reduces of 1%.
function ISL ( ) public onlyOwner ( ) { require ( now >= limitTime ) ; require ( limit < maxLimit ) ; limit = limit . add ( limitAmount ) ; limitTime = now + timeForISL ; },"Owner can add 2B (by Default) to limit per 3 month, 100B maximum tokens limit (can be reduce via ReduceMaxLimit)."
function startTransfer ( ) public onlyOwner { transferStatus = true ; },Allows the owner to enable transfer.
"function extract ( bytes data , uint pos ) pure returns ( bytes32 result ) { for ( uint i = 0 ; i < 32 ; i ++ ) { result ^= ( bytes32 ( 0xff00000000000000000000000000000000000000000000000000000000000000 ) & data [ i + pos ] ) >> ( i * 8 ) ; } return result ; }",Extract a bytes32 subarray from an arbitrary length bytes array.
"function __tokenAndWalletBalancesMatch__ ( address makerTradingWallet , address takerTradingWallet , address token ) view returns ( bool ) { if ( Token ( token ) . balanceOf ( makerTradingWallet ) != WalletV2 ( makerTradingWallet ) . balanceOf ( token ) ) { return false ; } if ( Token ( token ) . balanceOf ( takerTradingWallet ) != WalletV2 ( takerTradingWallet ) . balanceOf ( token ) ) { return false ; } return true ; }",Confirm wallet local balances and token balances match.
function setCrowdsaleStage ( uint value ) public onlyOwner { CrowdsaleStage _stage ; if ( uint256 ( CrowdsaleStage . PreICO ) == value ) { _stage = CrowdsaleStage . PreICO ; } else if ( uint256 ( CrowdsaleStage . ICO ) == value ) { _stage = CrowdsaleStage . ICO ; } stage = _stage ; },"Change Crowdsale Stage. Options: PreICO, ICO."
function addBaseWhitelist ( address [ ] _buyersToWhitelist ) public onlyWhitelister { for ( uint i = 0 ; i < _buyersToWhitelist . length ; ++ i ) baseWhitelist [ _buyersToWhitelist [ i ] ] = true ; },Add buyers to the base whitelist.
"function revokeVesting ( address _token , address _vester ) external { require ( _token != 0 ) ; require ( _vester != 0 ) ; Grant storage _grant = grantPerTokenGranterVester [ _token ] [ msg . sender ] [ _vester ] ; // verify if the grant exists require ( _grant . vestedAmount != 0 ) ; // send token available sendTokenReleasedToBalanceInternal ( _token , msg . sender , _vester ) ; // unlock the tokens reserved for this grant balancePerPersonPerToken [ _token ] [ msg . sender ] = balancePerPersonPerToken [ _token ] [ msg . sender ] . add ( _grant . vestedAmount . sub ( _grant . withdrawnAmount ) ) ; // delete the grants delete grantPerTokenGranterVester [ _token ] [ msg . sender ] [ _vester ] ; GrantRevoked ( msg . sender , _vester , _token ) ; }",Revoke a vesting The vesting is deleted and the tokens already released are sent to the vester.
function setCrowdsaleAddress ( address _crowdsaleAddress ) public onlyRole ( ADMIN_ROLE ) { crowdsale = _crowdsaleAddress ; },"Any admin can set the current crowdsale address, to allows transfers from the crowdsale to the purchaser."
function ownerOf ( uint _tokenId ) external view returns ( address ) { require ( tokenIndexToOwner [ _tokenId ] != address ( 0 ) ) ; return tokenIndexToOwner [ _tokenId ] ; },Returns the address currently assigned ownership of a given token.
"function addInvestorGrant ( address _receiver , uint256 _amount , uint256 _timeToCliff , uint256 _vestingDuration ) external onlyOwner atStage ( Stages . GenesisStart ) { uint256 updatedGrantsAmount = investorsGrantsAmount . add ( _amount ) ; // Amount of tokens included in investor grants cannot exceed the investor supply during genesis require ( updatedGrantsAmount <= investorsSupply ) ; investorsGrantsAmount = updatedGrantsAmount ; addVestingGrant ( _receiver , _amount , _timeToCliff , _vestingDuration ) ; }",Add an investor grant for tokens with a vesting schedule.
function finishCrowdsale ( ) public ownerOrCrowdsale whenNotPaused { require ( ! crowdsaleFinished ) ; crowdsaleFinished = true ; crowdsaleEndTime = now ; FinishedCrowdsale ( ) ; },Marks the crowdsale as being finished and sets the crowdsale finish date.
